Date,Screen Name,Full Name,Tweet Text,Tweet ID,Link(s),Media,Location,Retweets,Favorites,App,Followers,Follows,Listed,Verfied,User Since,Location,Bio,Website,Timezone,Profile Image
05/08/2022 13:50,@sankakunoir,▲,188はステ俳優さんだね 存在に大感謝,1555415917668216833,,,,0,0,Twitter for iPhone,11,3,0,,2022/02/18,,レミファ🗝💀🪞 20↑,https://knoow.jp/@/sankakunoir,,View
05/08/2022 13:50,@R06821223,ろ。,条件が多いかもしれませんが、合う副業ございましたらリプにて反応お願い致します(⁎ᴗ͈ˬᴗ͈⁎) #副業 #副業紹介してます #副業探してます #初期費用なし #中学生 #初心者,1555415917651456002,,https://pbs.twimg.com/media/FZXygVQaIAAJbTy.jpg,,0,0,Twitter Web App,0,7,0,,2022/01/30,,中学生でも稼げる副業探してます！,,,View
05/08/2022 13:50,@live_397,ねね（ ; ; ）@23卒🤗,お腹空いたら吐く寸前まで水飲めば食欲なくなるよ！1日2Lも達成できて良いね！,1555415917646868480,,,,0,2,Twitter for iPhone,726,609,2,,2021/12/14,🍜5勝4敗　持ち駒0　落ち駒7,基本的に死活に関係ないツイートが殆どです。 ESTP #23卒泥溜り界隈繋がろう #若林を救いたい #23卒美容界隈 #23卒焼きそばウルフ #23卒DV界隈 #君の気持ちやっと知れたよ嬉しいな #23卒筋トレ界隈昼の部 #23卒乗っ取り界隈,https://marshmallow-qa.com/live_397?utm_medium=url_text&utm_source=promotion,,View
05/08/2022 13:50,@EricMuliisa,Eric muliisa,,1555415917642895360,,https://pbs.twimg.com/media/FZXyg5QXoAAtMQs.jpg,,0,0,Twitter Web App,24,33,0,,2020/06/10,Doha States of Qatar,Humanity,,,View
05/08/2022 13:50,@hitsukikanaguri,ヒツキカナグリ,話題になってる地球グミ発見🤩 どこも売ってる場所なくてやっと見つけたよ😭✨ 🌍Trolli 地球グミ プラネットグミ 🌍 本当にトローリするのかな👀！？ 味もすごい気になる🤩✨ ドンキやカルディでも入荷するかな🤩！？,1555415917634457600,https://amzn.to/36wYEsV,,,0,0,Botbird tweets,1385,0,0,,2022/07/26,,明日の事は、明日考える😤 いまをしっかり楽しまなきゃ！,,,View
05/08/2022 13:50,@the_ksik,녹님틸님광식님,이건 세공 이전도 만들어주셔야만ㅠㅠ RT @mamana911: 슈~~~퍼데스사이즈,1555415917634260992,https://twitter.com/mamana911/status/1554542644881399808,https://pbs.twimg.com/media/FZLYQaDakAA6aZe.png,,0,0,Twitter Web App,830,704,7,,2017/04/10,커미션 페이지,"UIUX Designer✨성인만 FUB free / 語:🇰🇷🇺🇸🇯🇵 🔞OC-BL연성 링크:http://privatter.net/u/the_ksik 📢계정 내 스포 多 FF14(kr)-광식@카벙클 / Mabinogi-빙소월@류트,녹틸@만돌린 header art:@hey_sangha",https://wndk0909.wixsite.com/commission,,View
05/08/2022 13:50,@ggukiest_,trenzy,ya allah kayak lg persami RT @findingdduksum: Group pic of all the ARMY who showed up 💜 #BadDecisions #BadDecisionswithBTS #BTSXSnoopDoggXBennyBlanco @BTS_twt @ItsBennyBlanco,1555415917630472193,https://twitter.com/findingdduksum/status/1555407800343347200,https://pbs.twimg.com/media/FZXrJL6XEAA_klY.jpg,,0,0,Twitter for iPhone,142,374,1,,2019/12/17,,taehyung's full-time caretaker,,,View
05/08/2022 13:50,@AnnaDelfabro,Anna DelFabro,ÉCOUTEZ CETTE VIDÉO,1555415917630296064,https://youtu.be/LQqFVAbCUNc,,,0,0,Twitter for iPad,478,740,4,,2017/11/14,ITALIE VENISE..,"ÉTUDES EN FRANCE, puis travail en Afrique..un peu tous les pays.Beaucoup de voyages",,,View
05/08/2022 13:50,@yuuka_A31,YuukaYuasa,下北に数年ぶりにきた。開発後初。 かつて3年半、毎日通ってた場所だけどもう駅前何が何だか全然わからないww どういうこと！,1555415917622095873,,,,0,0,Twitter for iPhone,31,90,1,,2020/12/09,日本 東京,仕事のことはあまり投稿しない,,,View
05/08/2022 13:50,@QiQi9i,　,null 11122433944165525,1555415917621698561,,,,0,0,twittbot.net,1,14,0,,2013/05/28,,ゐ,http://oshiete.goo.ne.jp/qa/6677372.html,,View
05/08/2022 13:50,@stranifattinews,Stranifatti.it,La Cina lancia missili balistici nelle acque intorno a Taiwan. Il Giappone: “Stop immediato alle esercitazioni”,1555415917617680388,http://bntvoiceradio.altervista.org/la-cina-lancia-missili-balistici-nelle-acque-intorno-a-taiwan-il-giappone-stop-immediato-alle-esercitazioni/,,,0,0,AlterVista Connect,587,1139,4,,2016/02/05,"Trani, Puglia","Le notizie nel senso giusto. Dalla Puglia, dall'Italia, dal Mondo. Per contatti e comunicati stampa redazione@stranifatti.it",http://www.stranifatti.it,,View
05/08/2022 13:50,@ly_lll29,mily,헿,1555415917613305858,,https://pbs.twimg.com/media/FZXyh16UsAIq0X6.jpg,,0,0,Twitter for iPhone,2540,1178,7,,2021/04/19,레드벨벳,흰 밤,https://peing.net/ko/ly_lll29,,View
05/08/2022 13:50,@skateboard__D,cozyboy,That part RT @cozz: Ion talk shit bout nobody I just tell the truth 🤷🏾‍♂️,1555415917605036037,https://twitter.com/cozz/status/1555297415162302464,,,0,0,Twitter for iPhone,608,374,7,,2013/06/12,"Newport News, VA",...,,,View
05/08/2022 13:50,@CompitaNey,Compita_Ney,Salseo 2 #DNFDuel #PS4share,1555415917600849920,https://store.playstation.com/#!/tid=CUSA31739_00,pic.twitter.com/u5Q2e8e5hq,,0,0,PlayStation®Network,24,352,0,,2021/02/05,,"Juegos , amor y paz",,,View
05/08/2022 13:50,@erodaghost,boe ²⁸ ❤️‍🩹 // whirlpool!!!,ow my heart is hurting,1555415917600727043,,pic.twitter.com/uC4FRpTDg9,,0,0,Twitter for iPhone,4743,4666,67,,2020/09/13,they/them,"#peter: ""we're not on different paths, ur my path""",https://erodaghost.carrd.co,,View
05/08/2022 13:50,@D48759749,まどか/えろ/Dカップ/【エロ動画】/【せふれ募集】/性欲強い,チンジャオ 娘 hitominフェラ 好き,1555415917588512768,,,,0,0,Twitter Web App,0,1,0,,2022/08/05,↓登録お願い↓,気に入ってて愛してて寝ても覚めてもる,https://bit.ly/3PT3nGf,,👤
05/08/2022 13:50,@scottfmac,Scott McIntyre,,1555415917579878400,,pic.twitter.com/0y4QJ25OnK,,0,0,Twitter for iPhone,64,965,0,,2016/09/30,"Alloa, Scotland",Celtic,,,View
05/08/2022 13:50,@RajuChauhan__,Raju Chauhan,part of alloted propaganda 🤣🤣🤣 RT @AMISHDEVGAN: This can happen only in India 🇮🇳 where you can make Fun of our faith & test tolerance to this level. Finally they say ‘I don’t feel India 🇮🇳 is safe to live’ Actor Is #AamirKhan movie is PK and director is Raj Kr Hirani .,1555415917579812865,https://twitter.com/AMISHDEVGAN/status/1554886084118532101,https://pbs.twimg.com/media/FZQQpgWUUAAbsER.jpg,,0,0,Twitter Web App,1511,1665,0,,2018/06/26,Home,"सिर्फ कुर्सी पर बैठने वालों का बदलाव नहीं चाहिए, देश के निम्न वर्ग तक जो खुशहाली लाए ऐसा बदलाव लाना है",,,View
05/08/2022 13:50,@Alehley,Chesnut,My brand is over sharing cause I say what I think and then immediately regretting it..,1555415917579759616,,,,0,0,Twitter for iPhone,159,179,0,,2016/09/01,"Las Vegas, NV",,,,View
05/08/2022 13:50,@BodyLan78640315,Body💙Language,GM😘💙🦋,1555415917575786496,,,,0,0,Twitter for Android,70,69,0,,2022/07/14,,One look says more than a thousand words ...,,,View
05/08/2022 13:50,@NS_Yukirin,Kashiwagi Yuki,hello this is usagibot. If you see this it means that she wasn't online pyon~ mention or DM her to contact her. arigatou ne pyon~ #bot,1555415917571772416,,,,0,0,twittbot.net,327,184,7,,2012/09/27,,AKB48 member | VRP @NS_Roleplayer | i love cute things :3,,,View
05/08/2022 13:50,@nsuchneeda,Na₂I,なにもしないをしている,1555415917571424257,,,,0,0,Twitter for Android,156,4812,6,,2020/04/12,*const _,どうも。,,,View
05/08/2022 13:50,@a8490sas,ali aldhaheri🇦🇪,"وفي يوم الجمعة .. "" اللهم شيئًا يغير گل شيء للأفضل و صلو علي من انار الكون من ظلمته صباح الخير",1555415917563092992,,,,0,0,Twitter for iPhone,611,1124,1,,2012/08/25,i love uae  al ain ,اماراتي من دولة السعادة الامن والامان من عيال زايد الله يحفظج ي امي الامارات من كل شر وحسد يحفظ شيوخها وشعبها الوافي,,,View
05/08/2022 13:50,@89eibaku,止水,…………(買ってしまったキムチの素を見る),1555415917562957824,,,,0,0,Twitter for iPhone,478,408,12,,2016/06/13,アイステージ特別公演,「しすい」と読みます。ものすごくはざまゆーりが好き。苦手ジャンルあるのでフォロバできないことがありますが、アイチュウ民が大好きです。配布物についてはﾂｲﾌｨご確認ください。お別れはB→B解 #見たいアイチュウMMDメモ,https://twpf.jp/89eibaku,,View
05/08/2022 13:50,@___Ami_06,あみ 低,そろそろ雷が鳴りそう…( ; ; )⚡️💦 鳴り始めたら動画見て気を紛らわす作戦に出るからFFさんのおすすめの動画どんなのでもいいので教えてくれ~!! 🤦🏻‍♀️🤦🏻‍♀️,1555415917559181312,,,,0,0,Twitter for iPhone,104,130,54,,2021/07/31,リットリンク制作中…🌟,宣誓 いつまでもI LOVE YOU~!! 🏰🍓💭,,,View
05/08/2022 13:50,@AquaSkyline0224,AqSky,ホームラン7本打って負けるの逆に難しいやろ,1555415917554569217,,,,0,0,Twitter for Android,348,400,6,,2013/12/06,バレノス川口,黒い砂漠メインWT（oバレノス川口さんo）,,,View
05/08/2022 13:50,@im_dodo_ch,Yuu,…,1555415917554569216,,https://pbs.twimg.com/media/FZXyiAGVEAEgoth.jpg,,0,0,Twitter for iPhone,576,206,4,,2021/02/26,案件【有償】実績274 マスター100周以上,9.10.11.13👹/OPI捜査本部/@Vzlsk_/@im_wtmr_dodo/@lvQ_oO/@dqrrk/@im_dodo_kids/やち/もあ/,https://youtube.com/channel/UCifb4D5Y1coQFb-YSAd_ZRg,,View
05/08/2022 13:50,@shi_ta13104191,しーた,1ED5D51C :参戦ID 参加者募集！ Lv200 ワムデュス,1555415917550776320,,https://pbs.twimg.com/media/Ed52t2mUwAAsrcA.jpg,,0,0,グランブルー ファンタジー,0,0,0,,2014/12/05,,,,,👤
05/08/2022 13:50,@ericattack10,eric,,1555415917550604288,,https://pbs.twimg.com/media/FZXyg5VWQAAFZdr.png,,0,0,Twitter Web App,136,202,8,,2021/05/18,ur moms bed,burrito fan account || is also built like one || pfp by @oSZHN :),https://twitch.tv/ericattack10,,View
05/08/2022 13:50,@Nvnsharma7599,Naveen Sharma,#haryana_constable_joining_do Sub inspector ke case court mai pending hai...but constable walo ke liye bahane bss @cmohry @mlkhattar @DGPHaryana,1555415917546287104,,,,0,0,Twitter for Android,19,212,0,,2017/10/21,"Rohtak, India",,,,View
05/08/2022 13:50,@rosa_klafke,Neca Klafke🌻🌻🌻🌻🌻🌻🌻,,1555415917542211584,,https://pbs.twimg.com/media/FZXyiHpXkAIbcmF.jpg,,0,0,Twitter for Android,100,262,0,,2022/01/29,"Encruzilhada do Sul, Brasil",Amo o Quenn e o Fredy Mercury. Também amo Rami Malek fez maravilhoso o Fredy no Filme❤❤❤❤❤❤,,,View
05/08/2022 13:50,@krstnaswrld,kristinas 🌎,can u imagine being stuck on a high floor of a hotel visiting nyc due to a fire like uh oh we are stuck inside up here like what do we do what r u gonna do eat the whole mini fridge and steal ur neighbors left out newspaper,1555415917542121472,,,,0,0,Twitter for iPhone,149,168,3,,2013/06/05,"New York, USA",Welcome to Kristina’s World. Plz leave a message after the beep **beeep**,,,View
05/08/2022 13:50,@AT8040_57E,邪神龍,マリオカートの追加コース見たけど、64カラカラ砂漠神コースやん。,1555415917533995009,,,,0,0,Twitter Web App,16,89,0,,2021/01/18,,趣味はアニメと筋トレ。,,,View
05/08/2022 13:50,@jayxoxxo,jaylene,Black or brown hair ?!?!?,1555415917533675520,,,,0,0,Twitter for iPhone,1426,833,4,,2016/11/15,,$weet,http://instgram.com/jay.leneeee,,View
05/08/2022 13:50,@Nifty_Traders,Nifty Traders,Stocks to Watch for based on yesterday's OI & Price Action: #niftyOptions #StockMarketindia,1555415917533622274,,https://pbs.twimg.com/media/FZXyfIpVsAAeU5v.jpg,,0,0,Twitter Web App,1450,65,10,,2016/04/07,"New Delhi, India","Stock Market Trader, Focusing on Price behavior coz' its the Best Indicator",,,View
05/08/2022 13:50,@Kyouka_Seikai,青海 今日風🎐🚬,(神・ω・) 今日風は、 (神・∀・) 知的で (神・ω・) まじめで (神 ˘ ω ˘ ) クールなのじゃが…… (神・ω・) ……頭をなでられると従順になってしまうんじゃ #神様が良い所と悪い所を教えてくれる診断 #shindanmaker  その通りすぎて草,1555415917529804800,https://shindanmaker.com/824543,,,0,0,Twitter for iPhone,57,52,4,,2022/07/01,,🚬𓈒 𓂂𓏸私と一緒にレスカ飲みに行きませんか？🎐 𓈒𓏸 ￤ 世界一のスケバン、青海 今日風です！￤雑談枠😶💬【8:30〜】，絵本枠📖´-【23:00〜】(約30分〜1時間ほど)￤プーさんとはちみつ🍯と剣道とココア揚げパンが大好き￤Dオタ￤ママさん→【@SAGUPYO】￤,https://web.iriam.app/s/user/rs8lTbkYE3,,View
05/08/2022 13:50,@a_srdpty,☏| 𝙻𝚘𝚕𝚊 𖠌ᰔ⁷,Essas hora e esse corno me mandando mensagem pqp vai dormir porra,1555415917508677636,,,,0,0,Twitter for Android,213,362,1,,2020/09/21,,ʚɞ! 𝙴𝚞 𝚎 𝚖𝚎𝚞𝚜 𝚖𝚎𝚗𝚒𝚗𝚘𝚜 𝚓𝚊𝚗𝚝𝚊𝚗𝚍𝚘 𝚌𝚞 𝚍𝚎 𝚏𝚊𝚗𝚍𝚘𝚖 𝚋𝚞𝚛𝚛𝚘 𝚎 𝚏𝚕𝚘𝚙𝚊𝚍o😘🙈 ʚɞ! 𝙳𝚒𝚜𝚌𝚘𝚛𝚍𝚘𝚞 𝚍𝚎 𝚖𝚒𝚖= 𝚙𝚊𝚞𝚕𝚊𝚍𝚊,,,View
05/08/2022 13:50,@MMA_OT7,Maria_JK🐰_Yoongi🐱_OT7💜_BAD.DECISIONS💜,Hobi💜🐿 RT @modooborahae: 2022.08.05 🐿 IG story @BTS_twt #BTS #방탄소년단 #BadDecisions,1555415917491888128,https://twitter.com/modooborahae/status/1555414874880098304,https://pbs.twimg.com/media/FZXxlVZWYAEVIPR.jpg,,0,0,Twitter for Android,143,209,2,,2022/02/18,Romania,Love youself💜 Gratefull I found #BTS💜 Double biased 🐰#Jungkook💜 and 🐱#Yoongi but in fact I love them all 🐯🐥🐿🐭🐨 OT7💜 ESFJ💜 🔞,,,View
05/08/2022 13:50,@pioxstar,sekar,FAK PERSEKUTUAN SENDIRI,1555415917483692033,,,,0,0,Twitter for Android,82,359,0,,2020/08/25,,"minor || she/her || play genshin, enstars (trickstarP) and obeyme || eula and ayato main || AR 57",https://sekarrstars.carrd.co/,,View
05/08/2022 13:50,@bawhouse,bot 0号機,2022-08-05 13:50:27 のおすすめのアイテムは↓ 冬のスポーツでマスク代わりにもなるし、花粉のシーズンも活躍する便利なフェイスマスク,1555415917479088128,https://amzn.to/3nXOXq6,,,0,0,Python try-1,220,445,15,,2012/08/21,かんさい,外遊び大好き。一人旅大好き。しがないデスクワークの技術屋さん,,,View
05/08/2022 13:50,@unreturnedtapes,ed needs more reddie,his laugh is so cute guys Km giggl in g,1555415917470834689,,,,0,0,Twitter for iPhone,194,180,1,,2022/02/02,he/they | 16 | ftm,sttwt’s #1 Steddie truther | #sttwt #gothamtwt | priv: @whirlmster,http://tapereturns.carrd.co,,View
05/08/2022 13:50,@VD_kashibot,ViViD歌詞bot,忘れかけてた あの日の誓い 届くようにと もがき続けた いつから僕は 笑顔を忘れて… 社会の駒に なったのかな？【J-guild】,1555415917470765057,,,,0,0,twittbot.net,61,0,2,,2012/09/22,,ロックバンドViViDの非公式歌詞botです。1時間毎につぶやきます。歌詞間違い等ございましたらリプライお願いします。オフィシャルサイト→ http://www.pscompany.co.jp/vivid/,http://www.pscompany.co.jp/vivid/,,👤
05/08/2022 13:50,@ashtoashtree,무프레,만세전 뭐 다 아는 얘기지.. 하고 무심히 듣기 시작했는데 그런 나를 반성한다 ㅠㅠ,1555415917458509824,,,,0,0,Twitter Web App,511,470,3,,2020/09/28,urgent optimism,그럼에도 불구하고 上求菩提 下化衆生 #민중❤️#민주💚#성평등💜교육 만만세! #Remember0416🎗️ #GirlsCanDoAnything #TransRightsAreHumanRights🏳️‍⚧️ #BlackLivesMatter #intersectionality,,,View
05/08/2022 13:50,@reicham1226,エッ◯にいさん,だるいなぁ 明日中番やったのに 1時間もはよ出勤せなあかんし でラストまでやろ？ くそだる,1555415917454012416,,,,0,0,Twitter for iPhone,44,44,0,,2021/08/02,,ゲーム垢、リア垢共用になります。当方彼氏持ち→@jaeger9029,,,View
05/08/2022 13:50,@nicktophilia_,Bethel,"Gaya nga ng sabi nila, nasa huli talaga yung pagsisisi..",1555415917453971456,,,,0,0,Twitter Web App,4,41,0,,2022/07/24,,end my suffering,,,View
05/08/2022 13:50,@thestarlaaa,Alaa.,yuk bisa yuk,1555415917449728001,,https://pbs.twimg.com/media/FZXyiJ_aQAAhWqk.jpg,,0,0,Twitter for Android,1235,1239,0,,2022/02/05,,#𝐂𝐘𝐁𝐄𝐑 - ⚠️ 𝘄𝗮𝗿𝗻𝗶𝗻𝗴 𝘁𝗵𝗶𝘀 𝗮𝗰𝗰𝗼𝘂𝗻𝘁 𝗰𝗼𝗻𝘁𝗮𝗶𝗻𝘀 𝗲𝗹𝗲𝗺𝗲𝗻𝘁𝘀 𝗼𝗳 𝗼𝗯𝘀𝗰𝘂𝗿𝗶𝘁𝘆 ⚠️,https://secreto.site/id/a62u73,,View
05/08/2022 13:50,@Jkswimmer915,JDK,,1555415917445668864,,pic.twitter.com/l9tXbYo9c4,,0,0,Twitter for iPhone,154,296,3,,2012/10/05,,I saw the greatest spectacle in NBA history: Corey Brewer scoring 51 points in a game.,,,View
05/08/2022 13:50,@pancakehours,riz | ljn's hand-holder (real),mwahahahahahaha .,1555415917441724416,,,,0,0,Twitter for Android,23,216,0,,2020/10/06,Alfonso II,"and maybe i enjoy it just a little bit, does that make me insane?",,,View
05/08/2022 13:50,@UcD7vq,溶媒,ｱﾞｱﾞｱﾞｱﾞｱﾞｱﾞｱﾞｱﾞｱﾞｱﾞ,1555415917432975361,,,,0,0,Twitter for iPhone,16,18,0,,2022/02/06,夜浮上率高め,常に描きたいもの書いてるやつです。忙しい時浮上少なめ,https://marshmallow-qa.com/ucd7vq?utm_medium=url_text&utm_source=promotion,,View
05/08/2022 13:50,@0_m1ngming,밍밍,우뜩해 무대 영상 보면 볼수록 기특해 죽겟듬,1555415917428822016,,,,0,0,Twitter Web App,3,9,0,,2019/03/31,🐻,나 민지 좋아하냐?,,,View
05/08/2022 13:50,@zweisprachig,အသစ်elektriверование,IMOGENE printed self-confidence atelier,1555415917424627712,,,,0,0,"Cheap Bots, Done Quick!",25,2,4,,2016/06/22,Babel,خوشگل 混沌 polyglotaBot @v21,,,View
05/08/2022 13:50,@lsw1128187,이시욱,이럴 거면 왜 물어봤어 사람 마음 설레게,1555415917420756992,,,,0,0,twittbot.net,0,0,1,,2019/04/13,,,,,View
05/08/2022 13:50,@ITUMADEM0,！,え……………………………………………………………………………………！？,1555415917412388864,,https://pbs.twimg.com/media/FZXyiAdacAAJu6p.jpg,,0,0,Twitter for iPhone,49,181,2,,2018/03/18,夢を越えて会おうよ ,Mayaモデリングの焦点距離は150,,,View
05/08/2022 13:50,@NAN0METER__,ㄷㅂㄷ,"선우 트레카 교환 1,2로 3번사진 선우 구해요",1555415917412372480,,https://pbs.twimg.com/media/FZXyh33aUAA9oDY.jpg,,0,0,Twitter for iPhone,8,0,0,,2016/07/29,,,,,View
05/08/2022 13:50,@VoyageFuture,a futuristic voyage,Some rock formations in sight; You are surrounded by a solar drone.,1555415917412196352,,,,0,0,a futuristic voyage,167,0,12,,2017/02/06,,A bot that generates stories about the future. Created by @atom888,,,View
05/08/2022 13:50,@oIhyee,.,ITS FUCKING YOUR FAULT WHYD JINSOUL HAVE TO SAY SORRY???????????? @_mymusictaste RT @yvesIqs: jinsoul apologized for their performances because of the heat and venue but yves comforted her :( #LOONAinSF,1555415917403971584,https://twitter.com/yvesIqs/status/1555415000457498625,pic.twitter.com/oBF0tGtXAr,,0,0,Twitter for Android,699,595,1,,2013/12/06,a girl who rawr with pride.,"baby peanut, kim jiwoo love bot",http://2moonwalker.carrd.com,,View
05/08/2022 13:50,@hinasayu0224,♡吉沢 咲彩♡,今思い出したけど京セラに双眼鏡のカバー落としてきたな もう懐かしい,1555415917395595264,,,,0,0,Twitter for iPhone,80,82,7,,2022/06/12,,,https://lit.link/saya1993,,View
05/08/2022 13:50,@Gum_Syrup_kun,ガムシロップ,謝ってる奴に対して攻撃してる奴を見るとめちゃめちゃイライラするんだよな。,1555415917395574784,,,,0,0,Twitter for Android,24,45,2,,2020/06/29,,大学生。違和感を言葉にしています。形容詞に逃げない。,https://note.com/gum_syrup_kun,,View
05/08/2022 13:50,@bbowuju,cha♡̶🫧,g i l a,1555415917387206656,,https://pbs.twimg.com/media/FZXyhuAaQAE4W8j.jpg,,0,0,Twitter for Android,49,175,0,,2021/12/03,우정만,we are all (still) mad here.,http://peing.net/bbowuju,,View
05/08/2022 13:50,@Jose98461004,Jose,Buenos días Metaleras Y metaleros,1555415917366022146,,https://pbs.twimg.com/media/FZXyiL1XkAEXOq0.jpg,,0,0,Twitter for Android,416,326,0,,2022/05/17,"Premià de Mar, España",Música y fotografía NO MULTIMECIONES....... PREMIA DE MAR. BARCELONA,,,View
05/08/2022 13:50,@TOWSEEFLONE10,TOWSEEF_UL_ISLAM🇵🇰,I hate gf's,1555415917357457408,,,,0,1,Twitter for Android,173,331,0,,2021/12/28,"Jammu, Jammu & Kashmir, India",Alllah uh AKBER,,,View
05/08/2022 13:50,@Y_shtola_RhuI,야슈톨라,"아, 정정하도록 하죠. 다섯으로. RT @_MeteorSurvivor: (충격받음) ········· 그렇게나 있어보여?",1555415917353246720,"https://twitter.com/_MeteorSurvivor/status/1555415698532225026
https://twitter.com/Y_shtola_RhuI/status/1555415476540305409",,,0,0,Twitter for Android,99,89,9,,2022/07/25,Non cp | I-Rock_soon_,영원한 스물셋. 들어는 보셨나요?,http://6.05spoiler.com,,View
05/08/2022 13:50,@ziburi54,日常で使えるジブリ名ゼリフ,ドーラの息子 ママ、落ちる。 友達が受験で必死なとき。,1555415917349474304,,,,0,0,twittbot.net,83,40,0,,2012/10/04,,ジブリ作品には、心に響く名ゼリフがたくさんあります。 その中で日常生活で使えそうな名ゼリフを使える場面と一緒に紹介します！ ジブリ好きな人フォローして(#^.^#),,,View
05/08/2022 13:50,@rakutenchoice,Rakuten Choice,"楽天リアルタイムランキング コミックス 8位 5,405円 【ポイントUP中】 【新品】ミステリと言う勿れ 1巻〜11巻（最新）全巻セット",1555415917341057024,https://hb.afl.rakuten.co.jp/hgc/g00q2zm7.uiswo70d.g00q2zm7.uiswp79a/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fbooks-sanseido%2Fb_9784098700295_set%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fbooks-sanseido%2Fi%2F10309008%2F,,,0,0,favoriteranking,5552,5793,17,,2012/02/16,,おうち時間を過ごすためのトレンドをランキングでつぶやいています。相互フォロー100%をお約束します。#注目度ランキング,,,View
05/08/2022 13:50,@Yeotan9597,Yeontan♡𐤀🌈♡is kookie deprived,M WEAK ON MY FUCKING KNEES,1555415917340725248,,,,0,0,Twitter for Android,263,601,0,,2021/11/29,tkk land ,...the freedom is yours ♡💚💜 Company stans dni http://sayout.me/say/yeotan9597,https://taekookartistry.carrd.co/,,View
05/08/2022 13:50,@M_RD_P,村味,運転中ガチでヒッチハイクしようとしてるギャル2人が歩道にいてビックリした,1555415917332312064,,,,0,0,Twitter for iPhone,324,120,11,,2019/01/22,成人済み,hpmi📿右 ／ 🍭🎲 ／ 鍵垢 @MRRKTS,https://marshmallow-qa.com/m_rd_p?utm_medium=url_text&utm_source=promotion,,View
05/08/2022 13:50,@Like__Flower,꽃님@바보래요,No.64,1555415917324292097,,https://pbs.twimg.com/media/B2zol4TCQAAwaYx.jpg,,0,0,twittbot.net,6,0,1,,2014/11/18,사실 봇주가 꽃덕질하는ㄱ..,"30분마다 올렸던 사진을 자동으로 트윗, 새로운 것들을 수동으로 올리는 자동수동봇! / 제보환영 ☆ \\(°∀°)// ☆ / 멘션으로 찌르면 꽃사진 선~물!",,,View
05/08/2022 13:50,@clementinaDeBe8,clementina De Bellis,BERLUSCONI SEI GRANDE NON LASCIARE MAI,1555415917319884801,,,,0,0,Twitter for Android,8,37,0,,2022/07/27,,Faccio parte di un'associazione Partito Monarchica,,,View
05/08/2022 13:50,@ohldmynreturns,OldmxnRessurected 🏴🏳️‍🌈🏳️‍⚧️,This is....really something else RT @EndWokeness: The cringe is off the charts,1555415917319815172,https://twitter.com/EndWokeness/status/1554817755869810691,pic.twitter.com/YkePX3hgR4,,0,0,Twitter for Android,191,249,0,,2022/07/30,,"Father • artist • student • vet 3Ding my 2A Individual liberty for all, no exceptions I'm new here, pls be nice",,,View
05/08/2022 13:50,@miki_11720,みき,ちいかわマーケット送料高いしカード読み込まなくて焦った_(┐「ε:)_,1555415917315534849,,,,0,0,Twitter for iPhone,112,175,6,,2015/01/21,,とっくの昔に成人済 最近ちいかわが熱いハチワレちゃん推し 🎤(ポ📚🎲固定)ラブライブ(真姫、ランジュ) ポケモンと女児アニメも好き/日常ツイ多め😊💭,,,View
05/08/2022 13:50,@ramichanbot,ラミレス語録bot,役割を与えるということはすごく大事なことだと思っています。（中略）わたしも現役時代に経験がありますが、役割を与えることで自信がつき、結果それが活躍に繋がると考えています（2017年）,1555415917307523072,https://victorysportsnews.com/articles/2455/,,,0,0,twittbot.net,94,12,1,,2019/04/26,,横浜DeNAベイスターズ アレックス・ラミレス監督の言葉を基本30分間隔で呟くアカウントです。たまに手動になります（試合後など）｜当アカウントはアレックス・ラミレスさんご本人、球団とは一切関係ありません。｜VICTORY!!,,,View
05/08/2022 13:50,@ledsoo2,K톡: tndud4 출장샵 출장마사지 출장업소 출장만남 출장아가씨 출장서비스 애인대행,창녕아줌마 출장오피 창녕출장안ㅁㅏ 후불제4,1555415917290352640,,,,0,0,Twitter for Android,1,99,0,,2015/12/30,,,,,View
05/08/2022 13:50,@jibetakunUC,地べた@グラブル垢,E05C989E :参戦ID 参加者募集！ Lv100 プロトバハムート,1555415917286535173,,https://pbs.twimg.com/media/CT6cIKmUYAAPVmD.jpg,,0,0,グランブルー ファンタジー,126,132,1,,2013/07/27,,グラブルアカウントにします。グラブル関連はなるべくこちらで。 グラブルやってる方のフォローもお待ちしております！,,,View
05/08/2022 13:50,@m__puu,めり,お腹痛いと思ったら生理きた キッツ まじでコロナじゃなくてよかった,1555415917286174720,,,,0,0,Twitter for iPhone,48,40,1,,2022/05/31,,⌇'98⌇APEX初心者🔰⌇天使のママ👼🏻⌇,https://peing.net/ja/3cfedc1dca3d78,,View
05/08/2022 13:50,@kuetubi,•̀ᴗ-,gw gelindingin juga nih bangkok... saltingnya nyampe indo kak,1555415917282004992,,pic.twitter.com/udQpV6CPGJ,,0,0,Twitter for Android,1660,506,3,,2020/11/25,she/her ☆ lula,maki and kongkwan defender,,,View
